id,title,release,artist_name,duration,artist_familiarity,artist_hotttnesss,year
23953,Maybe Tomorrow (Album Version),Punk-O-Rama 3,I Against I,159.34649,0.477421872416,0.351152268789,0
23954,Cimitero Di Guerra,Io Non So Da Dove Vengo_ E Non So Dove Mai Andro'.Uomo E' Il Nome Che Mi Han Dato,De De Lind,319.42485,0.351490395063,0.267664699259,1973
23955,You're The Best Thing,There It Is,911,240.3522,0.542030567226,0.367556084369,1999
23956,Pulpo,Soul Integration,Monsieur Dubois,472.00608,0.43024245125,0.3454688955,0
23957,Happy Endings,Super Amusement Machine For Your Exciting Heart,Counterfit,179.51302,0.469718482078,0.351670530444,0
23958,A Thousand Miles,Be Not Nobody,Vanessa Carlton,240.37832,0.761014637502,0.576060907056,2002
23959,We Need Love To Live,Live In New Orleans,Maze Featuring Frankie Beverly,309.39383,0.596515108074,0.401851129733,0
23960,I'm Back,Unleashed,Bow Wow,229.3024,0.870870765597,0.531978917471,0
23961,Tributo Al Gran Combo: Que Me Lo Den En Vida / Julia / El Menú / Un Verano En New York,15 Aniversario,Grupo Gale,658.33751,0.535815757226,0.450343722092,0
23962,Hitsville Hall Of Fame (ft. Joe Billingslea_ The Original Vandellas_ Freda Payne_ & Levi Stubbs),Motor City Hits - Real Music Is Back,The Four Tops_ The Dramatics_ The Miracles_ & The Contours,283.84608,0.718289693087,0.460264221506,0
23963,Handle Me With Care,Watch For Today,The Now Time Delegation,258.11546,0.344743374829,0.0,0
23964,In Time Of Trouble - Original,The Highway QC's Selected Hits Vol. 3,The Highway QC's,153.49506,0.315171278256,0.286170016923,0
23965,Because The Night,Second Rose,Domina Noctis,286.40608,0.534808638814,0.378741012653,2008
23966,Raining Again (Album Version),The Illusion Of Progress,Staind,233.50812,0.863396763239,0.551768572656,2008
23967,Can You Help Me,I Am Philly,Gillie Da Kid,250.51383,0.662685405567,0.41427539055,0
23968,Pull Me Out (Key-D-Premiere Performance Plus w/o Background Vocals),Pull Me Out (Premiere Performance Plus Track),Bebo Norman,262.37342,0.683771102049,0.513300123275,0
23969,Dying Young,Macabre Instincts,Macabre Instincts,289.54077,0.0232914625574,0.0,0
23970,Elgar / Something Inside,August Rush (Soundtrack),Jonathan Rhys Meyers;Steve Erdody,290.87302,0.505084878776,0.505837725769,0
23971,Have You Seen Me?,America Must Be Destroyed,GWAR,286.48444,0.687023631105,0.475085634411,1991
23972,Waterman (Friendly's Fresh Remix) (Feat. Michie One),Waterman,Olav Basoski Featuring Michie One,507.6371,0.616846621483,0.392482020772,0
23973,First Contact to Planet Q,Teeny Shiny,Melt Banana,51.43465,0.639249551657,0.413885097666,0
23974,Kem São?,Suspeitos Do Costume,Mind Da Gap,305.47546,0.527795461072,0.315225598813,0
23975,Hottest To The Coldest,Gang Files,Mr. Shadow,229.56363,0.769980152773,0.564205368477,0
23976,Medley: Almost Like Being In Love/This Can't Be Love,Rufus Does Judy At Carnegie Hall,Rufus Wainwright,370.52036,0.754130066262,0.64041969134,0
23977,Paper Mache_ Cabbages & Kings (Album Version),To Whom It May Concern,Bee Gees,299.49342,0.720113195641,0.576076196928,1972
23978,Kids going nowhere,Here comes the sun,Alcôve,241.52771,0.444537415352,0.0,0
23979,The Voice,The Voice - taken from Volume 9,The Disco Boys feat. Midge Ure,400.40444,0.638203935965,0.402135155226,2009
23980,Changes feat Adaja Black (0scar de Rivera Remix),Changes feat Adaja Black,Sonny fodera,369.47546,0.51194145679,0.297222211252,0
23981,Me And Bobby And Bobby's Brother,The Albums,Abba,172.66893,0.74865929586,0.575691128555,1973
23982,Insomnia,Storm Season,White Willow,349.46567,0.515932603371,0.331566220383,2004
23983,Ship High in Transit,Fast Paced World,The Duhks,193.69751,0.587856963114,0.403740326256,2008
23984,Fremen,Eidoline: The Arrakeen Code,Mechanical Poet,173.73995,0.50630390542,0.392301457049,2008
23985,Dearly Demented,The Complete Truth,Bleeding Through,321.4624,0.748919182276,0.48791271536,2006
23986,Hot 'N' Tot,The Complete Motown Singles_ Volume 4: 1964,Earl Van Dyke,163.5522,0.464927728467,0.198009628232,2006
23987,SMOKING BUDDHA,Les Chinoiseries,Onra,122.69669,0.58556619578,0.499772221145,2007
23988,Tijd,Liefde Op Doorreis,The Scene,141.16526,0.547502919573,0.331403996836,0
23989,Fuel,Goa Trance Missions v.3 (Best of Psy Techno_ Hard Dance_ Progressive Tech House Anthems),Cybervixen,421.19791,0.397415279353,0.256099199661,0
23990,Where's My Jet Pack,Bazaar Bazaar,Birds Of Avalon,108.72118,0.621957141654,0.311627940377,0
23991,Der Dienstagsclub,Neues von Gott,Funny Van Dannen,374.83057,0.590092247972,0.381449379387,2005
23992,Girlfriend,iCarly - Music From and Inspired by the Hit TV Show,Avril Lavigne featuring Lil Mama,185.93914,0.941896454524,0.598596744615,2007
23993,Lune De Miel,Lune De Miel,Don Choa Featuring Zaho,236.45995,0.518054082219,0.322628724428,2007
23994,Greenery,Hammer of the Gods,Bottomless Pit,230.00771,0.474894632116,0.366460505338,2007
23995,Baby I'm-A Want You,Duets,Kenny Rogers And Dottie West,166.05995,0.321975099252,0.353499188166,0
23996,Token Love Song,whutduzFMstand4?,PackFM,253.3873,0.55754496015,0.385343530947,2006
23997,Una Parte de Ti,Superficie,Jumbo,177.57995,0.658526508261,0.374241158404,0
23998,Bloque Imagen,Esco,Esco,174.15791,0.529961487942,0.332507519199,0
23999,Desert Passage,Ten Commandments / Die zehn Gebote,Randy Edelman,240.95302,0.567155112508,0.383496230609,2006
24000,I Want To Know You (In The Secret) In The Secret,I Could Sing...2,Sonicflood,172.19873,0.64789384997,0.501016619226,0
24001,Comin' Back To Bass,Bass Planet Paranoia,Maggotron,406.7522,0.503859740732,0.286596435499,0
24002,Change,Reprise,Tom Grant,403.82649,0.486022534253,0.326528001972,0
24003,I Wanna Be Free,I Wanna Be Free,Pitch Shifter,248.2673,0.596346451672,0.428510481025,0
24004,Sex Pistols Will Play (1993 Digital Remaster),Some Product - Carri On Sex Pistols,Sex Pistols,200.9073,0.731184230413,0.549204383877,0
24005,My Culture,1 Giant Leap,1 Giant Leap feat. Robbie Wlliams & Maxi Jazz,339.43465,0.849766883849,0.57861647281,2010
24006,Carne De Alquiler,Los Ojos De La Calle,Boikot,264.56771,0.61927471616,0.415296158378,1990
24007,Cunado Vuelvas,Amarse Un Poco,Wilkins,237.37424,0.511364317519,0.378137595879,0
24008,You Can Hear All - Original,The Viceroys' Brethern And Sisters,The Viceroys,192.49587,0.510631377502,0.373090990974,0
24009,Falchi della notte feat. Cole,Verano Zombie,Noyz Narcos,151.71873,0.403861087708,0.460567936941,0
24010,L'impossible,Comme Elle Vient,Jil Caplan,196.46649,0.56576481743,0.326062097079,2004
24011,People Get Ready,Sailboat,Jonathan Edwards,182.93506,0.56664042084,0.399741667461,0
24012,The Promise Keeper,Zoo Hypothesis,Tub Ring,283.16689,0.74565673483,0.385592314506,2004
24013,Steal Softly Under Castle Walls,Attention Shoppers,Nero's Day At Disneyland,125.33506,0.479801357765,0.369698483499,2005
24014,Le masque du démon,The Shape of Surf to Come,Hawaii Samurai,112.56118,0.335226638618,0.352526056333,0
24015,Sonic,Some Friendly,The Charlatans,212.50567,0.726194154368,0.557194837705,0
24016,New Breed,Negative Outlook,Sworn Enemy,205.11302,0.684866261471,0.370374780425,2004
24017,Life Runs Out Like Sand,Quit Dreaming (And Get On The Beam),Bill Nelson,323.26485,0.542635120456,0.353609504226,1981
24018,Have Yourself A Merry Little Christmas (Album Version),Christmas Like This,Ayiesha Woods,275.66975,0.62934698815,0.439698910512,0
24019,The Word is Alive (Low without background vocals),The Word Is Alive [Performance Tracks],Casting Crowns,318.01424,0.857921042289,0.602824664954,0
24020,I Love You,A Hyperactive Workout For The Flying Squad,Ocean Colour Scene,210.72934,0.675585842067,0.503498612143,2004
24021,Mystery Of The Ancient Machine,Blue Dragon (Original Soundtrack),Nobuo Uematsu,126.40608,0.624761231,0.434863008324,2006
24022,Perezosa Y Tonta,Entresemana,Le Mans,111.59465,0.526493589839,0.485893639196,1994
24023,Sister,Back To Tulsa: Live And Loud At Cain's Ballroom,Cross Canadian Ragweed,345.93914,0.739230337,0.515177401196,2005
24024,Mr. Hood Critic,Mind Of Mystikal,Mystikal,248.5024,0.675173409249,0.421793726406,1995
24025,Lightning Rod (Album Version),Ganging Up On The Sun,Guster,175.56853,0.733693067486,0.538533575797,2006
24026,I Go Wild,Sixteen Tambourines/Baroque Hoedown,Three O'Clock,167.65342,0.48577265602,0.355546527271,1986
24027,Music Is The One-T ODC,The One-T ODC,One t,237.76608,0.548685129081,0.332263119765,2002
24028,Goin' Outta Business,Grown & Sexy,Babyface,227.13424,0.668786232311,0.553991396655,2005
24029,Esperanza (Instumental),Put Your Mind On Hold,Bluezeum,216.99873,0.3377360717,0.232159275184,0
24030,The Bath,The Road - Original Film Score,Nick Cave & Warren Ellis,151.01342,0.546694569189,0.411285383132,2010
24031,Static Fields,Different Worlds,Jason Sean,448.10404,0.369027376396,0.272365808668,0
24032,The Interlude,Not In A Million Lovers,Beangrowers,88.81587,0.529025765461,0.41951508238,2008
24033,Soldier Of Love,Workin' Band,Nitty Gritty Dirt Band,224.60036,0.666056521303,0.520056817822,1988
24034,Fuck You,10 Years Of Terror - vol 2,DEATH ANGEL,285.93587,0.694351928797,0.54197579149,0
24035,Snake-Handlin' Man,Seven Is the Number,Dave Carter & Tracy Grammer,215.30077,0.465746953093,0.345782311855,0
24036,Thanks for making it to side 2 / 3-D Time,The Complete Bootlegs Vol I & II,Johnny Moped,259.91791,0.423131364899,0.374804165821,0
24037,Will You,D-Days,Hazel O'Connor,311.06567,0.538491959684,0.407088849982,1981
24038,CloudHead,We Are An Empire_ My Dear,In-Flight Safety,226.24608,0.569577061116,0.379662669526,0
24039,Autumn Leaves,Bill Evans: Waltz For Debby- Live In Pescara 69,Bill Evans Trio,309.99465,0.529893773855,0.448040475806,1994
24040,Manuel,Ombarrops !,The Car Is On Fire,218.69669,0.602979100504,0.452989704944,2009
24041,Don't Get Blood On My Prada Shoes,An Inch Of Gold For An Inch Of Time,Number Twelve Looks Like You,84.81914,0.699920208027,0.423314568439,2003
24042,Superhero,The Best Of The House Crew,The House Crew,429.87057,0.412863051689,0.317666194471,1994
24043,Music Show,Duke Pandemonium,Marmaduke Duke,209.162,0.569742677903,0.411561234256,2009
24044,That Lady,50 Best Of Funk,The Funky Groove Connection,180.61016,0.278066091612,0.29090402969,0
24045,Castles In The Sand (Album Version),Seals & Crofts' Greatest Hits,Seals and Crofts,221.75302,0.69016445676,0.41771124541,1975
24046,The House of David Blues (feat. Connie's Inn Orchestra),Best of,Fletcher Henderson,182.22975,0.499031181955,0.345356615114,0
24047,Why Cant We Be Lovers,Love And Beauty&plus (The Complete Invictus Masters),Holland-Dozier featuring Lamont Dozier,225.33179,0.356661452761,0.282678544174,0
24048,Foxys Den,Leap Of Faith,Cuba,255.9473,0.493510138421,0.394285419335,0
24049,Move Over,Waiting For The Roar,Fastway,329.7171,0.568897346571,0.37498664603,1986
24050,Houston We Have a Problem,Munki Brain,The Queers,129.07057,0.6806177212,0.399988000259,2007
24051,Little Fluffy Clouds,Live '93,The Orb,659.30404,0.678624889335,0.479486915407,1990
24052,Hush (Live),Concerto For Group And Orchestra,Deep Purple,280.45016,0.745741568475,0.558619833315,1977
24053,Don't Wanna See You Cry,Love is a Battlefield of Wounded Hearts,Hard-Ons,143.5424,0.556916516177,0.374098381118,1999
24054,Nur für Dich,Zu Zweit,ZU2T,241.05751,0.598925776357,0.341347601687,0
24055,Don't Run Away,Mirah,Mirah,220.36853,0.680941278903,0.461369368993,0
24056,Warming Up For A Scissor Fight,Sharkey's Machine,Sharkey,63.99955,0.542521893795,0.382260345316,2004
24057,Still stehn,Meer sein,Silbermond,336.97914,0.771071211279,0.404446581112,2006
24058,8 Iz Enough,Music To Driveby,Compton's Most Wanted,168.33261,0.0,0.372959581793,1992
24059,Things Are Not What They Appear,The Tragic Treasury,The Gothic Archies,226.0371,0.585021597209,0.354144628502,0
24060,Polygraph,One,Cursed,85.10649,0.591562633171,0.407239716446,0
24061,What Do You Want Me To Do,The Stiff Singles - Vol 9,Pointed Sticks,163.21261,0.496769447892,0.341491398824,0
24062,Musique héroïque (or 12 Marches): L'Amour,Popular pieces for Trumpet and Organ,Wayne Marshall/Ole Edvard Antonsen,136.07138,0.634485358054,0.418648228902,0
24063,Can U?,V-Trax Dark Collection,Bobby V,457.79546,0.720124549168,0.471063743922,0
24064,Movin' On,Born 2 Groove,Euge Groove,303.20281,0.619800665141,0.390524987369,2007
24065,Corps electra,Trop Jeune Pour Mûrir,Les Gourmets,184.08444,0.473384405116,0.382859848448,0
24066,Get Some,Instructions (Explicit Version),Jermaine Dupri featuring Usher_ Boo & Gotti and R.O.C,148.34893,0.629721920802,0.447718487117,0
24067,The Last Month of the Year,Tinsel Tunes - More Holiday Treats From Sugar Hill,The Fairfield Four and NBB,184.68526,0.408913894779,0.320996760929,0
24068,My Man Is A Sweet Man,21 Of The Best 1971-83,Millie Jackson,151.50975,0.587058039214,0.366202309058,1995
24069,Say Goodbye (To The Things You Love),Beatzekatze,Moodorama,336.77016,0.566033671201,0.395598472213,0
24070,Com Amor,E Quem Não Gosta Do Inimigos...,Inimigos Da HP,305.52771,0.554599537196,0.414921998875,2004
24071,Sun and Rain (Radio Mix 05),Sun And Rain,Tenfold Loadstar,203.15383,0.455702941601,0.0,2004
24072,Nowhere To Run,'82 Revisited,Angel Witch,263.20934,0.562876960142,0.383411297575,2006
24073,Mood Malody,The New Tradition,Jackie McLean Quintet,412.1073,0.17566354148,0.416532247983,0
24074,Robots,Stereoparty 2010,Orleans,186.22649,0.582969717962,0.453703572233,0
24075,Walkie Talkie (LP Version),Odds Or Evens,Mike Stern,417.802,0.636510289974,0.382038482356,0
24076,That's How Strong My Love Is,Hippodrome Paris - 1977,Iggy Pop,385.25342,0.789018488522,0.573554543514,1990
24077,Ti Ho Conosciuto In Un Clubs,Troia,Squallor,209.89342,0.493310021792,0.413728384373,1973
24078,Hear The Noise (Remix),Re:Up,Soman,301.47873,0.599706394074,0.425228217669,2008
24079,Gold Watch and Chain,Rural Delivery No. 1,The New Lost City Ramblers,184.60689,0.489139053574,0.347875274261,1965
24080,To pina colada,My American Dream,Frøya,207.75138,0.534821828967,0.358522626627,0
24081,Winnin' Boy Blues,Magic,Jorma Kaukonen,348.39465,0.506625135447,0.395589089365,0
24082,Better Days,Better Days,Inaya Day vs. Native Sons,430.47138,0.528541733925,0.40219474121,0
24083,Circulo Vicioso,A Que Vuelve,Gisselle,273.05751,0.496436795914,0.29993529462,0
24084,Kingston 12 Shuffle,Black Dignity,Peter Tosh,167.36608,0.722734087906,0.465492356244,0
24085,La flor de la canela,Con el permiso de bola,Francisco Céspedes,166.86975,0.558090352112,0.349841326671,2006
24086,Healing with Turmeric,Big Drum: Small World,Dhol Foundation,368.32608,0.571733882666,0.389740646477,0
24087,What makes you think this is a good place to bring a date?,Carnival Detournement,Hamster Theatre,184.76363,0.483446268534,0.333206276733,2001
24088,60Hz,Was Nun,Denyo 77,232.6722,0.483083368551,0.34718469184,0
24089,Have Mercy Baby,Rockin' The Juke Joint Down,Jelly Roll Kings,251.37587,0.468244399249,0.302709829276,1979
24090,Join Us For Pong,Sweatin' To The Oldies: The Vandals Live,The Vandals,174.10567,0.789094711041,0.515313766483,1991
24091,Sweet Charity And Adoration,Diary Of A Hollow Horse,China Crisis,291.7873,0.607507866425,0.389489105919,1989
24092,Free Africa,Family,Joe Higgs,268.22485,0.493611456271,0.351944039333,0
24093,To Små Planeter,De Beste,Bjørn Eidsvåg,238.36689,0.523644406051,0.467889971771,1990
24094,Y Como No Iba  A Llorar,Cruzando Fronteras,Ramon Ayala Y Sus Bravos Del Norte,185.41669,0.523720786436,0.346421429927,0
24095,Chemtrails,Oblivion,Falko Brocksieper,501.91628,0.536561509945,0.35168337113,0
24096,Les souris dansent,A la Ferme De Jojo,JoJo,137.56036,0.685924871963,0.508369373686,0
24097,Enemy,Sleep Through The Static,Jack Johnson,228.44036,0.832011770647,0.643072292611,2008
24098,Down,Exclusive,Chris Brown featuring Kanye West,257.43628,0.892688611404,0.830356766357,0
24099,No More Sorrow [Third Encore Session],Shadow Of The Day,Linkin Park,225.67138,0.887386080596,0.79114300239,2007
24100,Should Have Known,The Big Knockover,No Fun At All,185.05098,0.647663216163,0.429193599097,1997
24101,Vampyros Hetros,Assume the Position It's...,Jarvis Humby,208.84853,0.638112495273,0.319991545896,0
24102,Heywood Lane,Barafundle,Gorky's Zygotic Mynci,172.25098,0.599294432256,0.397233644927,1997
24103,Stregocia,Despues De La Derrota,Alphaville,329.37751,0.697570290101,0.502745886445,0
24104,Lamberto Quintero,En Vivo! - Antonio Aguilar,Antonio Aguilar,260.51873,0.616950049713,0.37274502715,2000
24105,El Joven Comunista,Pulsión,Esplendor Geométrico,322.42893,0.480836985732,0.367501079854,2009
24106,Liza,Liza EP,Wrinkle Neck Mules,187.03628,0.516042004295,0.322484866054,2006
24107,Chemical Euphoria,Saints Will Conquer,Armored Saint,250.64444,0.650111793936,0.442639229655,1987
24108,Harleya,? (Question),Enuff Z'Nuff,322.69016,0.617473324828,0.442948945096,2004
24109,Side Effects,Purity Dilution,Defecation,135.05261,0.487868224917,0.371348970783,1989
24110,Temptaion's 'bout To Get Me (LP Version),See,The Rascals,211.3824,0.686720833772,0.408091818588,0
24111,Folsom prison blues,Get your kicks,The Outlaws,190.14485,0.667670929033,0.413778918966,0
24112,O Doce E O Amargo,Dois Momentos,Secos And Molhados,114.52036,0.557348096678,0.438461582565,1974
24113,First Kill,Break Up Your Make Up,The Returners,221.98812,0.477837449016,0.357396005057,0
24114,Lonesome Road,Blues On The South Side,Homesick James,201.87383,0.393748412589,0.348242459653,1991
24115,Shadows And Cancer,The Dying Wonders Of The World,The Duskfall,284.57751,0.603304400352,0.425748957719,2007
24116,Electric,Overdrive EP,DJ Magic,433.00526,0.351355949004,0.362926797716,0
24117,Easy Tiger (Album Version),Easy Tiger,Kids In Glass Houses,212.00934,0.683809856101,0.580053027293,2008
24118,Djarabi,Victor Démé,Victor Démé,262.71302,0.52586898772,0.394555715712,2008
24119,Churchbells,Twisted Heart,Goat,279.71873,0.53248981224,0.348199847009,0
24120,Open Sesame,More Songs,Grown Ups,172.09424,0.49475730239,0.431400028393,0
24121,Tombar-Me Al Teu Costat,Obrador,Xerramequ Tiquis Miquis,261.19791,0.292854681489,0.0,2006
24122,Baby_ Oh No,Love_ Peace & Harmony The Best Of Bow Wow Wow,Bow Wow Wow,197.38077,0.659139476822,0.413261378295,0
24123,Standing In The Background,Let Me Be The One,Carl Sims,199.28771,0.344956806134,0.299408110531,0
24124,Flying With You,We Are Three,Joi,222.56281,0.67901186881,0.360871465375,0
24125,Badge,The Very Best Of,The Jeff Healey Band,236.69506,0.716854351769,0.414236247722,1995
24126,Sexy People,Funkerman,Funkerman,420.44036,0.655971688469,0.512072923456,0
24127,The Patient (album version),Moonlight Survived,Moments In Grace,188.60363,0.560201911809,0.375223967072,2004
